split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,injected_noise,dataset,model,rep,_task_model,_task_dataset,_task_rep,_task_strategy,_source
train_oof,legacy,0.0,2,31541,-0.5334789677821997,-0.4658688395383974,0.831653747291549,-0.7519697229111396,-1.0553528479014676,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31542,0.37549367081215396,-1.1675729234139478,-1.1220955467695384,1.5679658720221814,0.7250553528956749,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31543,-0.29385334261899615,-0.7316058179509368,-0.15625464720934476,-0.10801646560202388,-1.014364132833949,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31544,-1.2861512656004108,-0.16779852331986722,-1.590303828090454,0.612032663419567,-0.17614820774582132,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31545,-0.035382877086193115,-1.0272045872548123,-0.4376490216146398,-1.6121919273127696,-0.3317461738074478,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31546,1.4017243192534767,0.9477359727934953,-0.7953256800138199,-1.8978933676886565,0.3731755548724759,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31547,0.1351605714733174,-0.5021399775217436,0.8638114467376753,0.07818559563618524,0.606581770022377,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31548,2.7073681028896286,-1.3368806848681387,-0.12071844783092589,-0.8407251933356932,-0.6413955177191709,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31549,-0.2924670160924958,1.055616840950751,-0.918560484013554,0.3707973952487216,0.20016741795531692,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31550,0.26862217991048964,0.066856685436944,0.06867593868780868,0.23508534846251847,0.03502521385247609,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31551,0.2097560272605357,0.31244059345223835,1.1747810746505258,-1.065771341924643,0.9640469012816409,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,31552,1.1319430218750381,-0.3771653614288362,-0.5250566249714066,-0.928428311145616,-1.311198567407426,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31553,-0.30765740413691733,-0.01705861524461347,0.0886324708805649,-0.12377307586450836,-0.5577102604054437,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31554,-0.2847195842686766,-0.055735821484445995,-1.450786138564239,-0.9119550581026152,-0.3143906447305078,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31555,-0.49391159869937856,2.1443741929348934,-0.15349657745077736,-1.9395464517720444,-0.5761456573161238,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31556,0.793906805044946,-1.514014356446057,1.3094055715714583,-0.23715876914784512,-0.3124115697751826,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31557,0.9801886536931655,-0.384026385052368,0.0798041863508956,0.3706427250056916,-1.0504291674157527,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31558,0.5529885258077657,0.8310482604094135,-0.15721488210467363,1.5393994576817938,0.4349300803529201,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,31559,0.4070355087709752,0.09133039685849843,-1.2616752839701273,-0.4888595112078276,1.2587868869619523,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31560,0.7489129148912443,1.0814252720637376,1.2504015088895708,-1.0253826761146232,1.052091379089609,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31561,1.497376364161853,0.3040377547230378,0.16851195010334885,-0.5294533583138462,0.36558831088457133,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31562,-0.3287197991918314,1.0352032198779513,2.048808438958113,0.3777558226428054,0.44038732973948586,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31563,0.009450795678479035,1.6670377762561601,-0.41766938857597735,-1.9492805593226552,-0.20381687430085127,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31564,0.5937784167677386,-1.6506137632581017,-0.3305775922031148,-0.18507006796022812,-0.34470776460656405,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31565,-2.226823248961341,0.959563624477792,0.728634533203691,-0.06569052073874825,1.2486669163078343,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31566,0.39041566603827826,0.9449850075676759,0.21655268495295604,1.252414070067714,1.2188937343855664,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31567,1.3567217398104123,0.42255111790033817,-0.6254379156291787,-1.572159158556215,-1.6552688720852848,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31568,0.5584521618049894,1.2966114122052785,1.291014405554034,1.5074808367118655,-1.384713658953215,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31569,-0.35183852538039,0.8446455859949796,0.7000781741779898,0.019688721159620157,0.6991455030613121,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31570,-0.2757222557445313,0.09017512077407147,1.7261873684720954,-0.19384207028634787,0.9383133915846185,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31571,0.31519535303259444,-1.6363191425667474,1.5401955226480368,-0.8554924848758364,0.7666632891612486,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31572,0.3373690008749517,-0.19499567968989034,1.5973252248551062,0.8915031073212348,-1.492234813776711,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31573,-1.662859382484489,-0.12868328590822958,0.6074813801066686,0.1871947409493891,-2.430881118539616,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,31574,-0.3027902792867506,1.045582769297525,-0.24501013139358177,-0.5855731026503112,-0.36121574995671274,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31575,0.12676428236456802,-1.4485108590050606,-0.4013369474633754,0.4764006044450795,1.3444474479726252,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31576,0.1490232416179217,-0.5268929226365938,-0.4469422634992104,0.7982472147762906,1.9123370467466025,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,31577,-1.6159325113679113,-0.29842590710810507,-0.9517019763772858,0.4298857274690791,-0.44063198885452076,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31578,0.3812199841018229,-1.345009017469426,1.4883667952723414,1.268719383840665,-1.4843692426121877,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31579,-1.7054118625562356,1.3467738836674223,-1.1836400614124587,-0.6395425811491818,-0.2146924735030851,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31580,-1.61597328254102,-0.043887977356361234,-0.6469764641619624,1.0609197202275253,1.0513014377394816,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31581,0.6672589360432069,-1.6128564750310261,-0.7284437223003584,1.2503055151580293,1.0719244966675616,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31582,-1.0814888665747229,0.07066474447780041,2.633553564614984,3.391014389588239,1.4516533836559509,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31583,-0.44475451374382624,-0.9731976337940341,-0.3604657474593015,0.10647187924439457,1.1859540873581556,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31584,4.319835306914159,-0.7118550235701693,0.15834514049291,0.9056137677250624,-0.0791854915013865,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31585,-0.8691788047535339,0.7445930032426016,0.5333062063674112,1.8922349116201902,0.9426191239941559,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,31586,1.9058767420013518,2.0722656310457404,1.177330300429045,-0.022631222148679804,0.09158711263435936,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31587,2.1562167914075476,-0.32464965159290404,0.6494625118586449,0.5756317361766689,0.3472980230314016,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31588,-0.1807020967382419,-0.9139745799227581,-2.3917217186965285,0.2046245441751475,0.49911158771842995,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,31589,1.0732693591307425,0.15432854319065686,-0.9609032047514032,0.4605597459667931,-1.6008110302854708,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31590,0.7670960243121149,0.5108018508991249,0.41664475230168213,-3.2232665985366533,1.2118678224002648,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31591,2.1568778443755567,-1.7722283766180404,0.9830380867975097,-0.32856850473986504,0.0512062285583334,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,31592,0.4057362511505237,0.20116375899995065,0.18906438459825503,2.327197871874947,-1.2136189119850824,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31593,-0.6333908038098236,1.3277743147448358,1.5965238991260136,-0.45267477566024295,-0.5775209116508836,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31594,0.0860906267986473,-0.004380874114888999,0.5134305654315361,1.4031777651129915,0.6981786049831455,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31595,0.5073102260031058,0.5421120577204188,-1.5058842369992131,-1.1620895199051822,-0.4819704920702739,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31596,-0.5911622720380542,-1.2469234395279838,-0.5021577353103743,1.796456872278308,-1.0591110995613662,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31597,1.5028628729710003,-0.3763484462427038,-0.74699489120371,-0.35768435508087026,-0.13479686736340415,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31598,-0.5171888306138184,-0.6349966426190804,-0.15115317665478772,-0.0718999844453554,-0.03711200655753038,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31599,-0.17373926342757803,-2.017356867030365,-1.6920005105882172,1.191263672895868,0.0738203040981088,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31600,-1.2233335946281578,-1.5855223407853825,-0.5351937343486788,-1.5427018839828601,-0.9305489929675034,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31601,-0.5729559119042213,-2.361236794750132,0.49135986658204567,0.8802818674959224,-0.8086299043302473,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31602,1.5153332359483296,-2.4536271129840337,-0.514861607295993,1.5213496455369147,0.2653209053410139,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31603,0.27418610830148327,0.1186446865417865,2.073084683240442,0.04455710868472041,0.07732368802351346,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31604,0.07994094190497518,-2.0288162998398174,-1.4828271561713187,0.01650901634611278,1.0099419490540535,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31605,0.6284335975690742,-0.11796773541492321,0.04064348412409165,1.0478448471767081,0.4605486525110326,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31606,-0.6640921797223545,-0.8907674116072825,-0.4547472543442604,0.2809704672864691,1.097187784885274,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31607,-0.4813865580244798,1.5417903301827556,0.10975892161917454,-1.561973259732043,0.8428222373320241,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,31608,-1.1940158608419709,1.5453847568852883,-1.6390117694497537,0.4505642542658942,-0.16501665095641113,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,31609,0.34966998502377317,1.3549273935686332,-0.2880626730632118,-0.7784217180762691,0.33636077633037914,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,31610,0.27715676507830206,-0.07986788065422376,-0.946930046940004,0.681212105781604,-0.011538551813421205,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,31611,-1.8854231144514575,-0.6141358887609546,0.9379555276069731,-0.41818843998332184,0.22716787700475244,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31612,1.0509754623990846,-0.20843041006101076,0.6605294835701909,-1.0791302560587797,-1.0895817053574246,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31613,0.0815480184311629,1.0412500113673504,-1.4432360144489724,-0.07648350362045842,-0.40237605589806946,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31614,0.5986384854344728,0.8298368391138842,-0.3208498070607841,0.22309718192664726,-2.0434327197350273,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31615,-0.2705244263621785,0.5846737967938728,1.2799048296131947,-2.091294479696394,1.1858450379331267,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,31616,-0.219195063059,1.158649856572224,-1.0361399299677903,0.07703589895833345,1.260572144264057,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31617,0.19109960523363323,-0.42055978658483273,-0.9448011475371564,1.2014376755847542,0.22848256987786203,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,31618,-1.9404244715327075,-1.2519089734979805,1.4761324547614605,0.9556719613691259,-1.1168115299550305,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31619,0.40682363104631847,0.7215452941636372,-1.4985399758117275,0.48699490465289536,-0.039797498369230015,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31620,-0.7546625813481599,0.40366502153657613,-0.009002158648138718,0.2719875771618444,0.9836723792276005,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31621,-1.891097534087438,0.5948886406237583,-1.1006662527651767,1.125648367708536,-1.5594285128168877,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31622,-1.044506408697186,0.884432668470243,-0.0593967911651099,0.500166435848968,0.9756068074332682,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31623,0.38138620400468454,1.7903840808774012,0.4137072424192236,0.9017825080547394,1.0934592894567898,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31624,-0.4263073506222398,-1.0611408383952026,-1.4816541531482543,-0.5929410555767531,-0.5423699714162358,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31625,0.8908710564911972,-1.568956911144366,0.6516946453685754,-2.465346411724673,-1.8573172159106888,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31626,-0.2668786042174372,0.17162385086192694,-0.7214911228059179,1.8534667280616877,-1.2196383760997578,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31627,0.31778307209800055,-1.2553514893007338,-0.5975383776419589,-2.532310378863473,0.6059723234327694,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31628,-0.1388296479330892,0.9031475806303697,-0.19604549887933015,0.0028883899637186616,-0.9759047254107648,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31629,-0.5263920760320524,0.3796632787659736,0.8625683065016825,1.0971270485064606,-0.5117251637771155,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31630,-1.208795238523978,-0.07786103018673073,-0.5393072561766575,1.35750645270004,0.020172494046469404,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31631,-0.19297767578810943,-0.8411598908808112,0.5218859106180813,-0.45962706824413524,-0.24657548069638174,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31632,-0.1651138105998255,0.0535301960978128,-0.5299875893066502,0.6283358253994744,-1.1820529950570393,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31633,1.343116661470442,-0.3161053020398572,-0.6023814694518683,-0.5584094544316639,0.31045210718156213,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,31634,-0.9113649778355107,0.8267383123993058,1.1145398826656117,0.2839281037551512,0.7713896106331262,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31635,-1.1407602650800586,0.6219891919432324,-0.8110773771177017,-0.22511821775902782,1.1295407883957407,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
